id,name
345227668,aerogramme
345987809,agent-browser
345229232,amnezia-vpn-bin
345987813,apacheHttpdPackages.mod_tile
345230070,archivemount
346815419,auto-editor
345231305,autotier
345231366,avogadrolibs
346811960,aws-encryption-sdk-cli
345231555,ax25-tools
345231619,azure-cli-extensions.acrcssc
345231646,azure-cli-extensions.aksarc
345231649,azure-cli-extensions.alias
345231662,azure-cli-extensions.aosm
345231672,azure-cli-extensions.arcappliance
345231727,azure-cli-extensions.arcdata
345231698,azure-cli-extensions.attestation
345232022,azure-cli-extensions.cloud-service
345232355,azure-cli-extensions.connectedk8s
345231774,azure-cli-extensions.containerapp
345231952,azure-cli-extensions.k8s-configuration
345231953,azure-cli-extensions.k8s-extension
345232025,azure-cli-extensions.k8s-extension
345232115,azure-cli-extensions.serial-console
345232202,azure-cli-extensions.webpubsub
345232262,azure-sdk-for-cpp.security-attestation
346851551,bbot
346545593,beamMinimal29Packages.ex_doc
346522525,bitcoin-knots
346369162,blendfarm
345234307,boulder
345234727,bugdom
345236100,cbmbasic
346815470,ceph-client
346815472,ceph
345758591,chickenPackages_5.chickenEggs.hypergiant
345236793,chipsec
345239608,cocom-tool-set
346522569,coqPackages.coqeal
346522574,coqPackages.graph-theory
346522607,coqPackages.mathcomp-fingroup
346522622,coqPackages.mathcomp-order
346522644,coqPackages.mathcomp-word
346522657,coqPackages.multinomials
346522665,coqPackages.relation-algebra
346522667,coqPackages.ssreflect
346369254,coredns
345241394,crystfel-headless
346369276,csharprepl
345241616,cups-dymo
346369310,dafny
346773967,datalad-gooey
346773966,datalad
346773961,datalad
346369364,dotnet-sdk_8
346369526,dotnetCorePackages.dotnet_8.packages.Microsoft-NETCore-DotNetHostResolver
346369639,dotnetCorePackages.sdk_8_0-source
345244379,dovecot_pigeonhole_2_4
345859962,ecapture
345245467,ela-widget-tools
345245570,elf2nucleus
345245637,elmPackages.elm-doc-preview
345859977,emacs-gtk
345245783,emborg
345246788,fancy-cat
345247948,flang_20
345247947,flang_20
345248084,flightcore
345890338,fluux-messenger
345248592,ford
345248649,fortitude
345248679,fotowall
345890351,freebsd.xf86-video-scfb
345248892,freebsd.xf86-video-scfb
346369785,fsautocomplete
345249320,fwup
345249367,g15daemon
345249769,gccNGPackages.gccNoLibgcc
345249784,gccNGPackages.gccWithLibssp
345249815,gccNGPackages.gfortran
345249807,gccNGPackages.libgcc
345249808,gccNGPackages.libgomp
345249833,gccNGPackages.libssp
345249832,gccNGPackages_15.gcc-unwrapped
345249846,gccNGPackages_15.gccWithLibcAndBasicLibgcc
345249853,gccNGPackages_15.gccWithLibssp
345249902,gccNGPackages_15.gfortran
345249881,gccNGPackages_15.libgcc-no-libc
345249890,gccNGPackages_15.libssp
345249913,gccNGPackages_15.stdenv
345249921,gccNGPackages_16.gccWithLibatomic
345249918,gccNGPackages_16.gccWithLibc
345249931,gccNGPackages_16.gccWithLibgcc
345249946,gccNGPackages_16.gfortranNoLibgfortran
345250307,gdtoolkit_3
346774093,git-annex
346369777,git-credential-manager
346525898,git-wt
345251728,globus-cli
345660078,gnome-online-accounts
345987937,gnudatalanguage
346369834,godot-mono
346369830,godotPackages.godot-mono
346369841,godotPackages_4_5.godot-mono
346369833,godotPackages_4_7.godot-mono
346369842,godot_4_5-mono
346369831,godot_4_7-mono
345256026,goobook
345256325,goxlr-utility
346053201,gqrx-gr-audio
345256712,grafx2
345256997,groestlcoin
345256995,groestlcoin
345257001,groestlcoind
346814363,gtypist
345257534,gummy
345660722,gvfs
345257993,haskell.compiler.microhs
345258000,haskell.compiler.microhs_0_15_4_0
345258390,haskellPackages.GOST34112012-Hash
345258690,haskellPackages.MIP
345260628,haskellPackages.aoc
345261664,haskellPackages.botan-low
345261739,haskellPackages.brillo-algorithms
345261768,haskellPackages.brillo-export
345261793,haskellPackages.brillo-juicy
345261744,haskellPackages.brillo-rendering
345261735,haskellPackages.brillo
345261874,haskellPackages.bytestring-encoding
345263112,haskellPackages.copilot
345263162,haskellPackages.cpython
345263949,haskellPackages.diagrams-pandoc
345264751,haskellPackages.error-codes
345264889,haskellPackages.eventlog-live-otelcol
345264895,haskellPackages.executable-hash
345264900,haskellPackages.exinst-aeson
345264901,haskellPackages.exinst-base
345264904,haskellPackages.exinst-cereal
345265467,haskellPackages.freetype2
345266237,haskellPackages.gi-gdkx113
345266227,haskellPackages.gi-gst
345266231,haskellPackages.gi-gst
345266234,haskellPackages.gi-gstaudio
345266241,haskellPackages.gi-gstbase
345266233,haskellPackages.gi-gstbase
345266235,haskellPackages.gi-gstvideo
345266236,haskellPackages.gi-gstvideo
345266297,haskellPackages.gi-soup
346774195,haskellPackages.git-annex
346774193,haskellPackages.git-annex
346053230,haskellPackages.grid-proto
345267210,haskellPackages.gtk-mac-integration
345267239,haskellPackages.gtk3-mac-integration
345267729,haskellPackages.hcwiid
345267837,haskellPackages.heph-aligned-storable
345267931,haskellPackages.hevm
345267983,haskellPackages.highlight
345268980,haskellPackages.huckleberry
345269041,haskellPackages.hw-ip
345269033,haskellPackages.hw-json-simd
345269047,haskellPackages.hw-streams
345269045,haskellPackages.hw-streams
345270204,haskellPackages.ihp-hspec
345270063,haskellPackages.ihp-hspec
345269286,haskellPackages.ihp-ide
345269293,haskellPackages.ihp-ide
345269458,haskellPackages.intel-powermon
345270051,haskellPackages.kqueue
345270612,haskellPackages.liquid-fixpoint
345270635,haskellPackages.liquidhaskell-boot
345270662,haskellPackages.liquidhaskell
345270739,haskellPackages.llvm-extra
345271184,haskellPackages.memcache
345271380,haskellPackages.minici
345272233,haskellPackages.network-dns
345272652,haskellPackages.om-legion
345272649,haskellPackages.om-time
345273316,haskellPackages.pdftotext
345273327,haskellPackages.perceptual-hash
345273423,haskellPackages.phkdf
345273546,haskellPackages.pipes-zlib
345273763,haskellPackages.posix-timer
345274281,haskellPackages.pthread
345274676,haskellPackages.rdtsc-enolan
345274673,haskellPackages.rdtsc
345275603,haskellPackages.sdl2-cairo
346053235,haskellPackages.sdl2-mixer
345275751,haskellPackages.sequence-formats
345275964,haskellPackages.sha256
345276502,haskellPackages.socket-icmp
345276507,haskellPackages.socket-unix
345276574,haskellPackages.spacecookie
346053237,haskellPackages.spade
346053236,haskellPackages.spade
345276965,haskellPackages.store-streaming
345276958,haskellPackages.store
345277393,haskellPackages.system-linux-proc
345277482,haskellPackages.tailfile-hinotify
345277746,haskellPackages.termbox-banana
345277740,haskellPackages.termbox-bindings-c
345277738,haskellPackages.termbox-bindings-hs
345277747,haskellPackages.termbox-tea
345277735,haskellPackages.termbox
345278219,haskellPackages.timeout-snooze
345860217,haskellPackages.trexio-hs
345279448,haskellPackages.vulkan-utils
345279966,haskellPackages.xbattbar
345279990,haskellPackages.xgboost-haskell
345280010,haskellPackages.xls
345280074,haskellPackages.xmonad-utils
345280272,haskellPackages.yesod-session-persist
345280455,haskellPackages.zlib-bytes
345280471,haskellPackages.zot
345280862,heptagon
345280911,hexagonrpc
345280976,hgrep
345281026,highlight-assertions
345281027,highlight-assertions
345281072,hime
345281073,hime
346371651,home-assistant-custom-components.dreo
346371657,home-assistant-custom-components.moonraker
346371648,home-assistant-custom-components.moonraker
346371681,home-assistant-custom-components.pirate-weather
346371673,home-assistant-custom-components.pirate-weather
346774224,hooky
345281870,httpstat
345281869,httpstat
345281871,httpstat
346525979,hydrus
346851666,hyprlandPlugins.hyprgrass
346851676,hyprlandPlugins.hyprgrass
346851674,hyprlandPlugins.hyprspace
346851675,hyprlandPlugins.hyprspace
346851669,hyprlandPlugins.hyprsplit
346851670,hyprlandPlugins.hyprsplit
346851687,hyprlandPlugins.imgborders
346851671,hyprlandPlugins.imgborders
345890541,i3-balance-workspace
345890543,i3a
345283281,icecast
345283282,icesprog
345283353,iconpack-jade
345283354,iconpack-jade
345283417,id3
345283522,idrisPackages.eternal
345283605,idrisPackages.mhd
345283611,idrisPackages.pacman
346369931,ilspycmd
345283865,imageworsener
345283867,imageworsener
346369919,imewlconverter
346369920,immichframe
345284273,inochi-creator
345443859,instawow
345443852,instawow
345284361,intelli-shell
345284367,intensity-normalization
345284479,ioq3-scion
346774244,itk
346774249,itk_5
345285280,jaspr_cli
345285239,jaspr_cli
345285264,jbofihe
346369940,jj-pre-push
345752458,jogger
346513136,julia_110
346369981,juniper
345286417,kapacitor
345286540,kcat
345286537,kcat
345287785,keeperrl
346214713,key
345288056,kind2
345288062,kind2
345288126,kiwix-tools
346370029,knossosnet
345288399,kodiPackages.plex-for-kodi
346371868,kopuz
346371867,kopuz
345288606,kord
345288607,kord
345288635,kotlin-native
345288890,kubectl-kcl
345288891,kubectl-kcl
346812126,kuma-experimental
346812127,kuma
345289120,kuro
345289227,ladybugdb
346774290,lakefs
346774288,lakefs
346774287,lakefs
345860491,lbdb
346513170,lbdb
346513171,lbdb
345289569,lean
345289570,lean
345289576,lean2
345289577,lean3
345289579,lean3
346788389,ledfx
345289760,leo-lang
345289795,lerna_6
345289897,lib45d
345289903,lib45d
345290136,libcardiacarrest
346815759,libceph
346815760,libceph
345290303,libcue-lang
345290468,libeconf
345290529,libesmtp
345290564,libexecinfo
345290922,libigloo
345291031,libixion
345291073,libkiwix
345291094,liblastfm-vambrose
345860510,libnixxml
345291433,libnop
345291434,libnop
345291437,libnop
345291575,libopenshot
345291526,libopensmtpd
346370072,liborbispkg-pkgtool
345291555,liborcus
345291645,libpisp
345855383,libpkgmanifest
346522747,libr3
345292191,libsForQt5.libcommuni
345292250,libsForQt5.qoauth
345292314,libsForQt5.qtmpris
345292311,libsForQt5.qtmpris
345292312,libsForQt5.qtmpris
345292493,libserdes
345292492,libserdes
345292489,libserdes
345292586,libspf2
345292652,libtapi
345761030,linuxKernel.packages.linux_5_10.nvidia_x11_vulkan_beta_open
346370084,linuxKernel.packages.linux_5_10.rtl8188eus-aircrack
345761098,linuxKernel.packages.linux_5_10.tuxedo-drivers
345761118,linuxKernel.packages.linux_5_10.universal-pidff
345761119,linuxKernel.packages.linux_5_10.xpadneo
345761140,linuxKernel.packages.linux_5_15.acer-wmi-battery
345761148,linuxKernel.packages.linux_5_15.can-isotp
346536712,linuxKernel.packages.linux_5_15.drbd
345761201,linuxKernel.packages.linux_5_15.ena
345761219,linuxKernel.packages.linux_5_15.mbp2018-bridge-drv
346370089,linuxKernel.packages.linux_5_15.rtl8188eus-aircrack
345761322,linuxKernel.packages.linux_5_15.universal-pidff
345761313,linuxKernel.packages.linux_5_15.universal-pidff
345860546,linuxKernel.packages.linux_6_1.ecapture
345761387,linuxKernel.packages.linux_6_1.ena
345761465,linuxKernel.packages.linux_6_1.mbp2018-bridge-drv
345761491,linuxKernel.packages.linux_6_1.morse-driver
346370091,linuxKernel.packages.linux_6_1.rtl8188eus-aircrack
345761505,linuxKernel.packages.linux_6_1.rtl8812au
345761499,linuxKernel.packages.linux_6_1.rtl8821au
345761578,linuxKernel.packages.linux_6_1.rtl8852bu
345761501,linuxKernel.packages.linux_6_1.rtl88xxau-aircrack
346537134,linuxKernel.packages.linux_6_12.drbd
346536742,linuxKernel.packages.linux_6_12.ecapture
346536795,linuxKernel.packages.linux_6_12.mbp2018-bridge-drv
346536847,linuxKernel.packages.linux_6_12.rtl8189fs
346536843,linuxKernel.packages.linux_6_12.rtl8723ds
346536851,linuxKernel.packages.linux_6_12.rtl8812au
346536855,linuxKernel.packages.linux_6_12.rtl8821cu
346536861,linuxKernel.packages.linux_6_12.rtl88xxau-aircrack
346815847,linuxKernel.packages.linux_6_18.ecapture
346815994,linuxKernel.packages.linux_6_18.vmm_clock
346370107,linuxKernel.packages.linux_6_6.rtl8188eus-aircrack
345762124,linuxKernel.packages.linux_6_6.rtl8812au
345762141,linuxKernel.packages.linux_6_6.rtl8814au
345762149,linuxKernel.packages.linux_6_6.rtl8821au
345762129,linuxKernel.packages.linux_6_6.rtl8821cu
345762146,linuxKernel.packages.linux_6_6.rtl8852bu
346816109,linuxKernel.packages.linux_7_2.lkrg
346816088,linuxKernel.packages.linux_7_2.lttng-modules
